Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),397,Cucumbers and gherkins,2005,198.55,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),399,Eggplants (aubergines),2005,213.8,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),401,"Chillies and peppers, green",2005,470.76,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),402,"Onions, shallots, green",2005,204.06,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),403,"Onions, dry",2005,210.03,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),406,Garlic,2005,526.34,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),407,"Leeks, other alliaceous vegetables",2005,894.73,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),414,"Beans, green",2005,355.56,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),417,"Peas, green",2005,330.95,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),420,"Vegetables, leguminous nes",2005,343.79,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),423,String beans,2005,953.54,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),426,Carrots and turnips,2005,249.5,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),430,Okra,2005,639.49,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),446,"Maize, green",2005,413.82,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),449,Mushrooms and truffles,2005,1804.26,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),459,Chicory roots,2005,776.81,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),461,Carobs,2005,210.33,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),463,"Vegetables, fresh nes",2005,188.44,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),486,Bananas,2005,281.63,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),489,Plantains,2005,206.46,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),490,Oranges,2005,193.26,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),495,"Tangerines, mandarins, clementines, satsumas",2005,247.02,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),497,Lemons and limes,2005,396.48,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),507,Grapefruit (inc. pomelos),2005,224.84,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),512,"Fruit, citrus nes",2005,452.05,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),515,Apples,2005,422.91,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),521,Pears,2005,408.83,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),523,Quinces,2005,394.82,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),526,Apricots,2005,552.11,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),530,"Cherries, sour",2005,610.62,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),531,Cherries,2005,1271.27,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),534,Peaches and nectarines,2005,544.41,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),536,Plums and sloes,2005,596.77,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),541,"Fruit, stone nes",2005,799.56,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),542,"Fruit, pome nes",2005,217.24,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),544,Strawberries,2005,1357.28,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),547,Raspberries,2005,1935,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),549,Gooseberries,2005,1407.69,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),550,Currants,2005,894.97,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),552,Blueberries,2005,2531.49,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),554,Cranberries,2005,829.38,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),558,Berries nes,2005,1742.28,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),560,Grapes,2005,571.62,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),561,Raisins,2005,340.54,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),564,Wine,2005,387.22,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),567,Watermelons,2005,113.92,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),568,"Melons, other (inc.cantaloupes)",2005,184.09,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),569,Figs,2005,597,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),571,"Mangoes, mangosteens, guavas",2005,599.17,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),572,Avocados,2005,692.96,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),574,Pineapples,2005,285.05,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),577,Dates,2005,510.7,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),587,Persimmons,2005,322.57,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),591,Cashewapple,2005,943.66,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),592,Kiwi fruit,2005,815.69,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),600,Papayas,2005,283.81,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),603,"Fruit, tropical fresh nes",2005,408.67,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),619,"Fruit, fresh nes",2005,349.03,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),636,"Forage and silage, maize",2005,40.19,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),637,"Forage and silage, sorghum",2005,30.58,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),638,"Forage and silage, rye grass",2005,23.32,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),640,"Forage and silage, clover",2005,43.19,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),641,"Forage and silage, alfalfa",2005,74.92,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),656,"Coffee, green",2005,1074.36,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),661,"Cocoa, beans",2005,1038.49,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),667,Tea,2005,1063.48,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),671,Mat?,2005,130.89,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),674,Tea nes,2005,1597.07,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),677,Hops,2005,3401.65,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),687,Pepper (piper spp.),2005,2084.3,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),689,"Chillies and peppers, dry",2005,1095.43,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),692,Vanilla,2005,16601.33,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),693,Cinnamon (canella),2005,1392.09,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),698,Cloves,2005,2216.58,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),702,"Nutmeg, mace and cardamoms",2005,2082.25,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),711,"Anise, badian, fennel, coriander",2005,5527.22,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),720,Ginger,2005,677.23,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),723,"Spices, nes",2005,695.16,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),737,"Oil, citronella",2005,2876.01,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),754,"Pyrethrum, dried",2005,951.84,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),767,Cotton lint,2005,1429.2,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),773,Flax fibre and tow,2005,471.61,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),777,Hemp tow waste,2005,227.53,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),778,Kapok fibre,2005,217.71,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),780,Jute,2005,283.21,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),782,"Bastfibres, other",2005,479.96,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),788,Ramie,2005,594.45,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),789,Sisal,2005,592.68,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),800,Agave fibres nes,2005,489.62,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),809,Manila fibre (abaca),2005,738.81,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),821,Fibre crops nes,2005,498.73,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),826,"Tobacco, unmanufactured",2005,1592.76,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),836,"Rubber, natural",2005,1143.84,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),837,Rubber natural dry,2005,1748.68,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),839,"Gums, natural",2005,336.21,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),867,"Meat, cattle",2005,2714.17,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),882,"Milk, whole fresh cow",2005,312.06,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),944,"Meat indigenous, cattle",2005,2701.38,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),945,"Meat live weight, cattle",2005,1404.71,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),947,"Meat, buffalo",2005,2701.34,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),951,"Milk, whole fresh buffalo",2005,398.87,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),972,"Meat indigenous, buffalo",2005,2691.74,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),973,"Meat live weight, buffalo",2005,1345.87,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),977,"Meat, sheep",2005,2736.63,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),982,"Milk, whole fresh sheep",2005,389.41,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),987,"Wool, greasy",2005,1913.12,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1012,"Meat indigenous, sheep",2005,2722.8,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1013,"Meat live weight, sheep",2005,1361.4,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1017,"Meat, goat",2005,2393.33,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1020,"Milk, whole fresh goat",2005,335.58,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1032,"Meat indigenous, goat",2005,2396.09,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1033,"Meat live weight, goat",2005,1198.04,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1035,"Meat, pig",2005,1536.99,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1055,"Meat indigenous, pig",2005,1537.24,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1056,"Meat live weight, pig",2005,1168.3,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1058,"Meat, chicken",2005,1425.71,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1062,"Eggs, hen, in shell",2005,829.39,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1069,"Meat, duck",2005,1646.56,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1070,"Meat indigenous, duck",2005,1647.57,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1071,"Meat live weight, duck",2005,1285.1,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1073,"Meat, goose and guinea fowl",2005,1642.73,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1077,"Meat indigenous, geese",2005,1642.32,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1078,"Meat live weight, goose",2005,1281.01,Fc,Calculated data
PX,Producer Prices - Supplementary,0,dummy,5533,Producer Price (Int $/tonne),1080,"Meat, turkey",2005,1313.75,Fc,Calculated data
